"DaysSince";"NumberOfRooms";"Address";"GlobalId";"Price";"AgentId";"AgentName";"MobileURL";"PlotArea";"Postcode";"Products";"URL";"SalesStatus";"WGS84_X";"WGS84_Y";"LivingArea";"City";"PropertyType"
2 weken;4;Langswater 413;3890550;170000;24783;Hoekstra en van Eck Amsterdam West;http://m.funda.nl/obj.aspx?goi=3890550;NA;1069ED;c("Video", "Plattegrond", "360-fotos");http://www.funda.nl/koop/amsterdam/appartement-49245913-langswater-413/;StatusBeschikbaar;4.78933;52.35657;72;Amsterdam;appartement
2 weken;3;Bestevâerstraat 246 hs;3890408;3e+05;24783;Hoekstra en van Eck Amsterdam West;http://m.funda.nl/obj.aspx?goi=3890408;NA;1055TT;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49245861-bestevaerstraat-246-hs/;StatusBeschikbaar;4.855913;52.38094;55;Amsterdam;appartement
2 weken;2;Westerstraat 85 I;3887555;319000;24761;Francis Helmig Makelaardij;http://m.funda.nl/obj.aspx?goi=3887555;NA;1015LW;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49232918-westerstraat-85-i/;StatusBeschikbaar;4.884466;52.37843;49;Amsterdam;appartement
3 weken;6;Willemsparkweg 215 II;3886392;1925000;24770;MAKELAAR BERT;http://m.funda.nl/obj.aspx?goi=3886392;NA;1071HC;c("Video", "Plattegrond", "360-fotos");http://www.funda.nl/koop/amsterdam/appartement-49231755-willemsparkweg-215-ii/;StatusBeschikbaar;4.868785;52.35537;210;Amsterdam;appartement
3 weken;2;Tuinbouwstraat 80;3885767;235000;24761;Francis Helmig Makelaardij;http://m.funda.nl/obj.aspx?goi=3885767;NA;1097XZ;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49230120-tuinbouwstraat-80/;StatusBeschikbaar;4.9462;52.3404;52;Amsterdam;appartement
5 weken;3;Ridderspoorweg 137;3862603;550000;24811;Jansen Smit Makelaars en Taxateurs;http://m.funda.nl/obj.aspx?goi=3862603;NA;1032LL;c("Video", "Plattegrond", "360-fotos");http://www.funda.nl/koop/amsterdam/appartement-49217066-ridderspoorweg-137/;StatusBeschikbaar;4.904978;52.396;106;Amsterdam;appartement
6 weken;3;Meerhuizenstraat 27 -I;3861630;4e+05;24783;Hoekstra en van Eck Amsterdam West;http://m.funda.nl/obj.aspx?goi=3861630;NA;1078TG;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49216093-meerhuizenstraat-27-i/;StatusBeschikbaar;4.906141;52.34756;70;Amsterdam;appartement
6 weken;2;Hoofdweg 354 II;3853539;250000;24654;Scholten Makelaars;http://m.funda.nl/obj.aspx?goi=3853539;NA;1056DC;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49208992-hoofdweg-354-ii/;StatusBeschikbaar;4.849793;52.37161;57;Amsterdam;appartement
7 weken;5;Prins Hendrikkade 127 F;3853277;599500;24079;Makelaardij Van der Linden Amsterdam;http://m.funda.nl/obj.aspx?goi=3853277;NA;1011AN;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49208630-prins-hendrikkade-127-f/;StatusBeschikbaar;4.90511;52.374;119;Amsterdam;appartement
7 weken;2;Oude Looiersstraat 34 A;3850867;259011;24805;11 Makelaars Amsterdam;http://m.funda.nl/obj.aspx?goi=3850867;NA;1016VJ;c("Video", "Plattegrond", "360-fotos");http://www.funda.nl/koop/amsterdam/appartement-49205220-oude-looiersstraat-34-a/;StatusBeschikbaar;4.881494;52.36937;36;Amsterdam;appartement
8 weken;4;Weteringschans 122 -D;3837476;550000;24514;Hoekstra en van Eck Amsterdam Centrum;http://m.funda.nl/obj.aspx?goi=3837476;NA;1017XT;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49282839-weteringschans-122-d/;StatusBeschikbaar;4.896605;52.35918;83;Amsterdam;appartement
2 maanden;4;Bogortuin 92;3836013;849000;24514;Hoekstra en van Eck Amsterdam Centrum;http://m.funda.nl/obj.aspx?goi=3836013;NA;1019PG;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49281476-bogortuin-92/;StatusBeschikbaar;4.93322;52.37754;141;Amsterdam;appartement
2 maanden;3;Bloemstraat 123 E;3832510;920000;24545;Booij Makelaardij Amsterdam;http://m.funda.nl/obj.aspx?goi=3832510;NA;1016KZ;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49287973-bloemstraat-123-e/;StatusBeschikbaar;4.87918;52.3736;134;Amsterdam;appartement
2 maanden;3;Elckerlijcstraat 30 -III;3831670;275000;24783;Hoekstra en van Eck Amsterdam West;http://m.funda.nl/obj.aspx?goi=3831670;NA;1055AN;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49286033-elckerlijcstraat-30-iii/;StatusBeschikbaar;4.848093;52.37683;57;Amsterdam;appartement
2 maanden;4;Medemblikstraat 58 -I;3818207;250000;24594;Hoekstra en van Eck Amsterdam Noord;http://m.funda.nl/obj.aspx?goi=3818207;NA;1023XS;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49263660-medemblikstraat-58-i/;StatusBeschikbaar;4.939983;52.39419;75;Amsterdam;appartement
4 maanden;3;Bickersgracht 208;3743577;725000;24331;Tel Makelaars;http://m.funda.nl/obj.aspx?goi=3743577;NA;1013LH;c("Video", "Plattegrond", "360-fotos");http://www.funda.nl/koop/amsterdam/appartement-49198930-bickersgracht-208/;StatusBeschikbaar;4.888952;52.38577;153;Amsterdam;appartement
4 maanden;3;Meer en Vaart 68 -A;3728064;325000;24783;Hoekstra en van Eck Amsterdam West;http://m.funda.nl/obj.aspx?goi=3728064;NA;1068ZZ;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49173427-meer-en-vaart-68-a/;StatusBeschikbaar;4.804102;52.36496;123;Amsterdam;appartement
4 augustus 2017;5;Vijverhoef 44;3897063;550000;24079;Makelaardij Van der Linden Amsterdam;http://m.funda.nl/obj.aspx?goi=3897063;185;1081AX;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/huis-49242426-vijverhoef-44/;StatusBeschikbaar;4.864281;52.32668;123;Amsterdam;woonhuis
2 augustus 2017;4;Oudenaardeplantsoen 21;3894495;345000;24614;Nieuw West Makelaardij B.V.;http://m.funda.nl/obj.aspx?goi=3894495;121;1066TH;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/huis-49249858-oudenaardeplantsoen-21/;StatusBeschikbaar;4.802276;52.34768;111;Amsterdam;woonhuis
4 weken;4;Marianellastraat 59;3871791;345000;24614;Nieuw West Makelaardij B.V.;http://m.funda.nl/obj.aspx?goi=3871791;144;1069NM;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/huis-49226154-marianellastraat-59/;StatusBeschikbaar;4.77661;52.3536;102;Amsterdam;woonhuis
7 weken;14;Jan Luijkenstraat 7;3846333;4475000;24261;Babs Persoons BV;http://m.funda.nl/obj.aspx?goi=3846333;406;1071CJ;c("Video", "Plattegrond", "360-fotos");http://www.funda.nl/koop/amsterdam/huis-49291796-jan-luijkenstraat-7/;StatusBeschikbaar;4.882284;52.35986;473;Amsterdam;woonhuis
3 maanden;7;Landsmeerderdijk 22 A;3797869;995000;24612;Van Overbeek Amsterdam;http://m.funda.nl/obj.aspx?goi=3797869;149;1035PW;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/huis-49142222-landsmeerderdijk-22-a/;StatusBeschikbaar;4.899056;52.41516;238;Amsterdam;woonhuis
2 weken;4;Coronelstraat 10 en11;3887981;335000;24079;Makelaardij Van der Linden Amsterdam;http://m.funda.nl/obj.aspx?goi=3887981;104;1063EP;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/huis-49232344-coronelstraat-10-en11/;StatusBeschikbaar;4.831141;52.38419;72;Amsterdam;woonhuis
3 weken;6;Prinsengracht 907 *;3880765;2500000;24261;Babs Persoons BV;http://m.funda.nl/obj.aspx?goi=3880765;180;1017KD;c("Video", "Plattegrond", "360-fotos");http://www.funda.nl/koop/amsterdam/huis-49235128-prinsengracht-907/;StatusBeschikbaar;4.890533;52.36258;213;Amsterdam;woonhuis
6 weken;9;Keizersgracht 91;3818717;3650000;24545;Booij Makelaardij Amsterdam;http://m.funda.nl/obj.aspx?goi=3818717;180;1015CG;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/huis-49263170-keizersgracht-91/;StatusBeschikbaar;4.888471;52.37757;463;Amsterdam;woonhuis
Vandaag;2;Sarphatistraat 87 B;3902760;250000;24356;Peters & Van der Vloodt;http://m.funda.nl/obj.aspx?goi=3902760;NA;1018EZ;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49357123-sarphatistraat-87-b/;StatusBeschikbaar;4.909083;52.36158;37;Amsterdam;appartement
5 augustus 2017;1;Harry Koningsbergerstraat 332;3898088;145000;24698;Makelaarskantoor BEN;http://m.funda.nl/obj.aspx?goi=3898088;NA;1063AN;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49243441-harry-koningsbergerstraat-332/;StatusBeschikbaar;4.837959;52.384;31;Amsterdam;appartement
4 augustus 2017;3;Langswater 593;3896296;175000;24512;Moerland makelaardij o.g. b.v.;http://m.funda.nl/obj.aspx?goi=3896296;NA;1069EE;c("Video", "Plattegrond", "360-fotos");http://www.funda.nl/koop/amsterdam/appartement-49241659-langswater-593/;StatusBeschikbaar;4.788953;52.35738;60;Amsterdam;appartement
2 weken;1;Bos en Lommerplantsoen 9 E;3890733;145000;24079;Makelaardij Van der Linden Amsterdam;http://m.funda.nl/obj.aspx?goi=3890733;NA;1055AA;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49245196-bos-en-lommerplantsoen-9-e/;StatusBeschikbaar;4.844387;52.3766;31;Amsterdam;appartement
5 weken;3;Van Spilbergenstraat 29 -III;3867669;275000;24783;Hoekstra en van Eck Amsterdam West;http://m.funda.nl/obj.aspx?goi=3867669;NA;1057PW;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49212022-van-spilbergenstraat-29-iii/;StatusBeschikbaar;4.851992;52.36534;52;Amsterdam;appartement
2 maanden;3;Celebesstraat 128;3818029;319000;24514;Hoekstra en van Eck Amsterdam Centrum;http://m.funda.nl/obj.aspx?goi=3818029;NA;1094GA;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49263482-celebesstraat-128/;StatusBeschikbaar;4.936631;52.35836;72;Amsterdam;appartement
5 weken;6;Zwenkgrasstraat 5;3870282;1200000;24605;Hallie & Van Klooster Makelaardij;http://m.funda.nl/obj.aspx?goi=3870282;329;1087SG;c("Video", "Plattegrond", "360-fotos");http://www.funda.nl/koop/amsterdam/huis-49225645-zwenkgrasstraat-5/;StatusBeschikbaar;5.000415;52.34641;180;Amsterdam;woonhuis
3 augustus 2017;3;Jeltje de Bosch Kemperpad 149;3895653;385000;24079;Makelaardij Van der Linden Amsterdam;http://m.funda.nl/obj.aspx?goi=3895653;NA;1054PJ;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49240016-jeltje-de-bosch-kemperpad-149/;StatusBeschikbaar;4.869024;52.36274;72;Amsterdam;appartement
3 augustus 2017;4;Langswater 82;3894918;179000;24614;Nieuw West Makelaardij B.V.;http://m.funda.nl/obj.aspx?goi=3894918;NA;1069TR;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49249371-langswater-82/;StatusBeschikbaar;4.791055;52.35375;72;Amsterdam;appartement
2 weken;4;Minervaplein 30 II;3890952;687500;24648;Heeren Makelaars;http://m.funda.nl/obj.aspx?goi=3890952;NA;1077TS;c("Video", "Plattegrond", "360-fotos");http://www.funda.nl/koop/amsterdam/appartement-49245315-minervaplein-30-ii/;StatusBeschikbaar;4.87111;52.3463;112;Amsterdam;appartement
3 weken;3;Leusdenhof 140;3883027;180000;24079;Makelaardij Van der Linden Amsterdam;http://m.funda.nl/obj.aspx?goi=3883027;NA;1108DC;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49238480-leusdenhof-140/;StatusBeschikbaar;4.977991;52.30819;75;Amsterdam;appartement
4 weken;4;Legmeerstraat 43 II;3871522;345000;24761;Francis Helmig Makelaardij;http://m.funda.nl/obj.aspx?goi=3871522;NA;1058NB;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49226985-legmeerstraat-43-ii/;StatusBeschikbaar;4.851475;52.3525;62;Amsterdam;appartement
5 weken;2;Hoofdweg 191 hs;3866687;275000;24079;Makelaardij Van der Linden Amsterdam;http://m.funda.nl/obj.aspx?goi=3866687;NA;1057CS;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49211040-hoofdweg-191-hs/;StatusBeschikbaar;4.85279;52.36572;48;Amsterdam;appartement
6 weken;3;Lumièrestraat 33;3858862;275000;24761;Francis Helmig Makelaardij;http://m.funda.nl/obj.aspx?goi=3858862;NA;1087JH;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49203225-lumierestraat-33/;StatusBeschikbaar;4.999856;52.35327;80;Amsterdam;appartement
2 maanden;3;Gustav Mahlerlaan 282;3829730;2250000;24648;Heeren Makelaars;http://m.funda.nl/obj.aspx?goi=3829730;NA;1082ME;c("Video", "Plattegrond", "360-fotos");http://www.funda.nl/koop/amsterdam/appartement-49274193-gustav-mahlerlaan-282/;StatusBeschikbaar;4.87153;52.33694;243;Amsterdam;appartement
2 maanden;3;Rapenburgerstraat 103 D;3823345;985000;62835;Amstelland Makelaars B.V.;http://m.funda.nl/obj.aspx?goi=3823345;NA;1011VL;c("Video", "Plattegrond", "360-fotos");http://www.funda.nl/koop/amsterdam/appartement-85632344-rapenburgerstraat-103-d/;StatusBeschikbaar;4.907613;52.36888;135;Amsterdam;appartement
3 weken;6;Abraham Kuyperplein 12;3882543;4e+05;24783;Hoekstra en van Eck Amsterdam West;http://m.funda.nl/obj.aspx?goi=3882543;111;1067DE;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/huis-49237906-abraham-kuyperplein-12/;StatusBeschikbaar;4.80277;52.38374;140;Amsterdam;woonhuis
4 weken;4;Nieuwendammerkade 28 A1;3874725;840000;24539;Beudeker Makelaars;http://m.funda.nl/obj.aspx?goi=3874725;NA;1022AB;c("Video", "Plattegrond", "360-fotos");http://www.funda.nl/koop/amsterdam/huis-49229188-nieuwendammerkade-28-a1/;StatusBeschikbaar;4.935511;52.3905;250;Amsterdam;woonhuis
4 weken;6;Windjammerdijk 108;3874942;7e+05;24518;Henk Burger Makelaardij;http://m.funda.nl/obj.aspx?goi=3874942;92;1086VC;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/huis-49229305-windjammerdijk-108/;StatusBeschikbaar;4.988955;52.36416;143;Amsterdam;woonhuis
2 maanden;5;Aalbersestraat 15;3828521;334000;24079;Makelaardij Van der Linden Amsterdam;http://m.funda.nl/obj.aspx?goi=3828521;113;1067GB;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/huis-49273984-aalbersestraat-15/;StatusBeschikbaar;4.797379;52.37601;102;Amsterdam;woonhuis
4 weken;5;Arènpalmstraat 12;3875372;429500;63246;De Buurtmakelaar;http://m.funda.nl/obj.aspx?goi=3875372;116;1104DB;c("Video", "Plattegrond", "360-fotos");http://www.funda.nl/koop/amsterdam/huis-85684371-arenpalmstraat-12/;StatusBeschikbaar;4.981984;52.32056;153;Amsterdam;woonhuis
2 maanden;9;Scheepstimmermanstraat 34;3804062;1150000;24755;Amsterdam @ Home Makelaars;http://m.funda.nl/obj.aspx?goi=3804062;82;1019WX;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/huis-49259425-scheepstimmermanstraat-34/;StatusBeschikbaar;4.948338;52.37208;262;Amsterdam;woonhuis
5 augustus 2017;4;Lorreinenstraat 17 3;3898295;275000;24079;Makelaardij Van der Linden Amsterdam;http://m.funda.nl/obj.aspx?goi=3898295;NA;1055DA;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49243658-lorreinenstraat-17-3/;StatusBeschikbaar;4.853708;52.37949;58;Amsterdam;appartement
29 juli 2017;2;Anna Blamansingel 7;3892162;185000;24803;Karen Lehman Makelaardij;http://m.funda.nl/obj.aspx?goi=3892162;NA;1102SR;c("Video", "Plattegrond", "360-fotos", "Brochure", "Toppositie");http://www.funda.nl/koop/amsterdam/appartement-49247525-anna-blamansingel-7/;StatusBeschikbaar;4.945567;52.31593;50;Amsterdam;appartement
2 weken;2;Van Nijenrodeweg 193;3886595;189000;24752;BNV makelaars;http://m.funda.nl/obj.aspx?goi=3886595;NA;1083EM;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49231958-van-nijenrodeweg-193/;StatusBeschikbaar;4.88271;52.3276;33;Amsterdam;appartement
3 weken;6;Valeriusstraat 224 2;3885653;1500000;62835;Amstelland Makelaars B.V.;http://m.funda.nl/obj.aspx?goi=3885653;NA;1075GK;c("Video", "Plattegrond", "360-fotos", "Featured");http://www.funda.nl/koop/amsterdam/appartement-85694652-valeriusstraat-224-2/;StatusBeschikbaar;4.860913;52.35217;202;Amsterdam;appartement
2 maanden;6;Singel 190 H;3818362;2495000;24155;Heule Makelaardij;http://m.funda.nl/obj.aspx?goi=3818362;NA;1016AA;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49263725-singel-190-h/;StatusBeschikbaar;4.888801;52.3744;274;Amsterdam;appartement
3 maanden;3;Henkenshage 3 C;3789956;479000;24752;BNV makelaars;http://m.funda.nl/obj.aspx?goi=3789956;NA;1083BX;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49134319-henkenshage-3-c/;StatusBeschikbaar;4.883409;52.32674;100;Amsterdam;appartement
4 maanden;4;Willem Frederik Hermansstraat 127;3740812;675000;24592;Ramón Mossel Makelaardij o.g. B.V.;http://m.funda.nl/obj.aspx?goi=3740812;NA;1011DG;c("Video", "Plattegrond", "360-fotos");http://www.funda.nl/koop/amsterdam/appartement-49195275-willem-frederik-hermansstraat-127/;StatusBeschikbaar;4.907575;52.37632;128;Amsterdam;appartement
6+ maanden;6;Jacob van Lennepkade 19 II+III;3681481;1250000;24545;Booij Makelaardij Amsterdam;http://m.funda.nl/obj.aspx?goi=3681481;NA;1054ZE;c("Video", "Plattegrond", "360-fotos");http://www.funda.nl/koop/amsterdam/appartement-49036844-jacob-van-lennepkade-19-ii-iii/;StatusBeschikbaar;4.875974;52.36605;195;Amsterdam;appartement
3 weken;6;Bosplaat 6;3880918;695000;24594;Hoekstra en van Eck Amsterdam Noord;http://m.funda.nl/obj.aspx?goi=3880918;259;1025AT;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/huis-49235371-bosplaat-6/;StatusBeschikbaar;4.946248;52.39947;190;Amsterdam;woonhuis
2 maanden;4;Kantershof 422;3835648;280000;24079;Makelaardij Van der Linden Amsterdam;http://m.funda.nl/obj.aspx?goi=3835648;115;1104GX;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/huis-49280001-kantershof-422/;StatusBeschikbaar;4.989746;52.31693;152;Amsterdam;woonhuis
8 augustus 2017;4;IJburglaan 764;3899003;825000;24648;Heeren Makelaars;http://m.funda.nl/obj.aspx?goi=3899003;NA;1087EM;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49244466-ijburglaan-764/;StatusBeschikbaar;4.993304;52.3559;174;Amsterdam;appartement
3 augustus 2017;3;Zeeburgerkade 700;3895576;4e+05;12299;Kolt Makelaardij;http://m.funda.nl/obj.aspx?goi=3895576;NA;1019HS;c("Video", "Plattegrond", "360-fotos", "Brochure", "Featured", "Toppositie");http://www.funda.nl/koop/amsterdam/appartement-49240939-zeeburgerkade-700/;StatusBeschikbaar;4.944214;52.36923;76;Amsterdam;appartement
30 juli 2017;5;Bosboom Toussaintstraat 61 2;3892677;1075000;60787;Your Home Makelaardij;http://m.funda.nl/obj.aspx?goi=3892677;NA;1054AP;c("Video", "Plattegrond", "360-fotos");http://www.funda.nl/koop/amsterdam/appartement-85601676-bosboom-toussaintstraat-61-2/;StatusBeschikbaar;4.87484;52.36506;155;Amsterdam;appartement
29 juli 2017;4;Saskia van Uijlenburgkade 50;3892503;7e+05;24770;MAKELAAR BERT;http://m.funda.nl/obj.aspx?goi=3892503;NA;1058GA;c("Video", "Plattegrond", "360-fotos");http://www.funda.nl/koop/amsterdam/appartement-49247966-saskia-van-uijlenburgkade-50/;StatusBeschikbaar;4.84501;52.35634;123;Amsterdam;appartement
2 weken;4;Bestevâerstraat 41 hs;3890042;795000;24648;Heeren Makelaars;http://m.funda.nl/obj.aspx?goi=3890042;NA;1056HH;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49245405-bestevaerstraat-41-hs/;StatusBeschikbaar;4.859688;52.37399;171;Amsterdam;appartement
29 juli 2017;2;Jacob Burggraafstraat 130;3887880;440000;24690;Puur Makelaars Amsterdam - Zuid;http://m.funda.nl/obj.aspx?goi=3887880;NA;1018WA;c("Video", "Plattegrond", "360-fotos");http://www.funda.nl/koop/amsterdam/appartement-49232243-jacob-burggraafstraat-130/;StatusBeschikbaar;4.923059;52.37171;112;Amsterdam;appartement
3 weken;3;Leidsegracht 82 H;3883837;595000;24648;Heeren Makelaars;http://m.funda.nl/obj.aspx?goi=3883837;NA;1016CR;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/amsterdam/appartement-49238290-leidsegracht-82-h/;StatusBeschikbaar;4.881611;52.36609;109;Amsterdam;appartement
3 weken;3;Fred. Roeskestraat 92 B-12;3879230;675000;63213;Vrijehuizenmarkt Amsterdam;http://m.funda.nl/obj.aspx?goi=3879230;NA;1076ED;c("Video", "Plattegrond", "360-fotos");http://www.funda.nl/koop/amsterdam/appartement-85688239-fred-roeskestraat-92-b-12/;StatusBeschikbaar;4.861439;52.34213;112;Amsterdam;appartement
